title,heading,content,tokens
2016 Asian Olympic Shooting Qualifying Tournament,Summary,"The 2016 Asian Olympic Shooting Qualifying Tournament was held in New Delhi, India between January 27 and February 3. This tournament was the Asian qualifying tournament for the 2016 Summer Olympics in Rio, after the 2015 Asian Shooting Championships was stripped of its status after the IOC suspended Kuwait NOC.
The National Rifle Association of India hosted this international competition at Dr. Karni Singh Shooting Range in New Delhi. The competition had three separate disciplines: Rifle, Pistol and Shotgun.",96
India at the 2016 Asian Olympic Shooting Qualifying Tournament,Summary,"A total of 64 Indian shooters participated in the 2016 Asian Olympic Shooting Qualifying Tournament held in Dr. Karni Singh Shooting Range, New Delhi. India ranked 5th in the medal list.
A total of 4 quotas have been obtained in three different events till 1 February.",59
United States at the 2024 Summer Olympics,Summary,"The United States of America (USA), represented by the United States Olympic & Paralympic Committee (USOPC), is scheduled to compete at the 2024 Summer Olympics in Paris from July 26 to August 11, 2024. U.S. athletes have appeared in every Summer Olympic Games of the modern era, except for the 1980 edition in Moscow, when America led a sixty-six-nation boycott in protest of the Soviet invasion of Afghanistan. As Los Angeles hosts the 2028 Summer Olympics, the United States will march penultimately before the homebound French team enters Place du Trocadéro during the parade of nations segment of the opening ceremony. Additionally, an American segment will be performed during the closing ceremony.",148
Independent Olympians at the Olympic Games,Summary,"Athletes have competed as independent Olympians at the Olympic Games for various reasons, including political transition, international sanctions, suspensions of National Olympic Committees, and compassion. Independent athletes have come from North Macedonia, East Timor, South Sudan and Curaçao following geopolitical changes in the years before the Olympics, from the Federal Republic of Yugoslavia (present-day Montenegro and Serbia) as a result of international sanctions, from India and Kuwait due to the suspensions of their National Olympic Committees, and from Russia for mass violations of anti-doping rules.
Medals were won by independent Olympians at the 1992 and 2016 Olympics, both times in shooting. The naming and country code conventions for these independent Olympians have not been consistent. Independent Paralympians have participated at Paralympic Games for the same reasons as independent Olympians.",172
Independent Olympians at the Olympic Games,Precursors,"Prior to the 1906 Intercalated Games, entry was not restricted to teams nominated by National Olympic Committees (NOCs). Mixed-nationality teams competed in some team events. Participants in individual events are retrospectively credited to their nationality of the time.
The 1940 Winter Olympics was reassigned to Garmisch-Partenkirchen in spring 1939. In concert with Nazi German claims on Czechoslovakia, the organisers refused to recognise the Czechoslovakia NOC; however they were prepared to allow its athletes to enter under the Olympic flag. In any event, the Games were cancelled because of World War II.
During the Cold War, some athletes who emigrated from Soviet Bloc countries were unable to compete at the Olympics, as their original state's NOC neither wanted them on its own team nor gave them permission to transfer nationality. Some applied to compete as individuals in 1952 and 1956 but were refused.
When Guyana joined the 1976 Olympic boycott, its sprinter James Gilkes asked the IOC to be allowed to compete as an individual, but was refused.
The IOC first made provisions for athletes to compete under the Olympic flag in time for the 1980 Summer Olympics in Moscow. Some NOCs, mostly from Western Europe, wished to attend the Games despite their governments' support for the American-led boycott in protest of the Soviet invasion of Afghanistan. The NOCs hesitated to use national symbols without government approval, so the IOC relaxed this requirement: 14 NOCs competed under the Olympic flag, while three, New Zealand, Spain and Portugal, competed under their respective NOCs' flag.",329
2022 Asian Games,Summary,"The 2022 Asian Games (Chinese: 2022年亚洲运动会; pinyin: Èr líng èr èr nián Yàzhōu Yùndònghuì), officially the 19th Asian Games (Chinese: 第十九届亚洲运动会; pinyin: Dì Shíjiǔ Jiè Yàzhōu Yùndònghuì) and also known as Hangzhou 2022 (Chinese: 杭州2022; pinyin: Hángzhōu Èr líng èr èr), was a continental multi-sport event which was held from 23 September to 8 October 2023 in Hangzhou, China. The games marked the 110th anniversary since the creation of the first continental event, starting with the 1913 Far Eastern Championship Games.
Originally scheduled to take place from 10 to 25 September 2022, on 6 May 2022 the Games were postponed to 2023 due to the COVID-19 pandemic. The new dates were announced on 19 July 2022. Hangzhou was the third Chinese city to host the Asian Games, after Beijing in 1990 and Guangzhou in 2010.",281
2022 Asian Games,Bidding process,"The Chinese Olympic Committee confirmed that Hangzhou in Zhejiang province submitted a proposal to apply for the event and was the only city to complete all necessary steps to participate in the process who ended on end of August 2015. Hangzhou was officially awarded as the host city on 16 September 2015 in Ashgabat, Turkmenistan, during the 34th OCA General Assembly.",79
United Arab Emirates at the 2016 Summer Olympics,Summary,"United Arab Emirates competed at the 2016 Summer Olympics in Rio de Janeiro, from 5 to 21 August 2016. This was the nation's ninth consecutive appearance at the Summer Olympics.
The United Arab Emirates National Olympic Committee selected a team of 13 athletes, 9 men and 4 women, to compete in six different sports at the Games. The nation's full roster in Rio de Janeiro was half the size of the delegation sent to London (26 athletes), and had the largest share of female athletes in its Summer Olympic history.
The Emirati roster featured five naturalized athletes: three Moldovan-born judokas Victor Scvortov, Sergiu Toma, and Ivan Remarenco, and two Ethiopian-born runners Alia Saeed Mohammed and Betlhem Desalegn. Other notable athletes on the Emirati team included skeet shooter Saeed Al-Maktoum, who competed at his fifth consecutive Games as the most experienced member, and freestyle swimmer Nada Al-Bedwawi, who was selected by the committee, as the youngest member (aged 19), to carry the Emirati flag in the opening ceremony.
United Arab Emirates left Rio de Janeiro with its first Olympic medal since double trap shooter Ahmed Al Maktoum topped the podium in Athens 2004. It was awarded to three-time judoka Toma, who took the bronze in men's half-middleweight category (81 kg).",294
Egypt at the 2016 Summer Olympics,Summary,"Egypt competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. Since the nation's debut in 1912, Egyptian athletes had appeared in every edition of the Summer Olympic Games except 1932 and 1980, joining the United States-led boycott in the latter.
The Egyptian Olympic Committee sent its largest ever delegation to the Games, with a total of 120 athletes, 83 men and 37 women, competing across 22 sports. The Egyptian roster also witnessed more women participating at the Games than those who attended in London four years earlier, breaking its previous record by just a small fraction.
Egypt returned home from Rio de Janeiro with three bronze medals, which matched its overall tally from the 2004 Summer Olympics in Athens. Moreover, these Games marked the first time Egyptian women ascended the Olympic podium in the nation's 104-year history. These medals were distributed to taekwondo fighter Hedaya Malak (women's 57 kg), as well as weightlifters Mohamed Ihab and former Youth Olympian Sara Samir, who accomplished a historic feat as the first Arab woman to accept an Olympic medal in her sport.
In addition to the success and historic firsts of the bronze medalists, several Egyptian athletes reached the finals of their respective events, but narrowly missed out on the podium. Among them were shooting team Afaf El-Hodhod (fifth, women's air pistol), freestyle wrestler Enas Mostafa (fifth, women's 69 kg), and three others in weightlifting, namely Shaimaa Khalaf (fourth, women's +75 kg), Ahmed Saad (fifth, men's 62 kg), and Ragab Abdelhay (fifth, men's 94 kg).",347
Serbia at the 2016 Summer Olympics,Summary,"Serbia competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. It was the nation's fourth appearance at the Summer Olympics as an independent country. The Olympic Committee of Serbia confirmed a roster of 103 athletes, 58 men and 45 women, to compete across 14 sports at the Games.
Serbia left Rio de Janeiro with a total of 8 medals (2 gold, 4 silver, and 2 bronze), achieving the nation's most successful feat in Summer Olympic history since the break-up of Yugoslavia, and also doubling its previous medal tally from the 2012 Summer Olympics in London. 54 Serbian athletes (about 52 percent of the whole team) contributed to the medal count, with the majority of those coming in the signature team sports (men's water polo, men's and women's basketball, and women's volleyball).
Five Serbian athletes collected medals in individual sports. Among them were Greco-Roman wrestler Davor Štefanek, the first Serbian to win an Olympic gold in the sport after 32 years; long jumper Ivana Španović, the nation's first track and field athlete to stand on the Olympic podium in six decades; taekwondo fighter Tijana Bogdanović, who captured a silver in the women's flyweight category (49 kg); and kayak tandem Marko Tomićević and Milenko Zorić, who were runners-up in the long-distance double (men's K-2 1000 m).",311
Mexico at the 2016 Summer Olympics,Summary,"Mexico competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's twenty-third appearance at the Summer Olympics. The Mexican Olympic Committee (Spanish: Comité Olímpico Mexicano) sent the nation's largest delegation to the Games since 1972, with a total of 124 athletes, 80 men and 44 women, competing across 26 sports.
Mexico left Rio de Janeiro with five medals (three silver and two bronze), failing to win a single gold for the first time since the 2004 Summer Olympics in Athens. Among the medalists were race walker María Guadalupe González, semi-pro boxer Misael Rodríguez (men's middleweight), and modern pentathlete Ismael Hernández, who became the first ever Mexican to ascend the Olympic podium in his signature sport. Diver Germán Sánchez picked up his first individual medal at the Games with a silver in the men's platform, following a runner-up effort with his synchronized diving partner Iván García from London 2012. Taekwondo fighter María Espinoza made history as the first Mexican female to complete a full set of medals in three different Games, adding a silver to her Olympic career haul in the women's +67 kg.
Apart from the success and historic firsts of the medalists, several Mexican athletes reached further to the finals of their respective sporting events, but came closest to the podium finish. Among them were shooter Alejandra Zavala (fourth, women's air pistol), weightlifter Bredni Roque (fourth, men's 69 kg), former Youth Olympian Diego del Real (fourth, hammer throw), diving veteran Paola Espinosa (fourth, women's platform), and archer Alejandra Valencia (fourth, women's individual recurve).",387
Czech Republic at the 2016 Summer Olympics,Summary,"The Czech Republic competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's sixth consecutive appearance at the Summer Olympics after splitting from the former Czechoslovakia. The Czech team consisted of 105 athletes, 63 men and 42 women, across twenty sports.
Czech Republic returned home from Rio de Janeiro with a total of 10 medals (1 gold, 2 silver, and 7 bronze), marking the country's second-most successful Olympics, behind tallies of 11 achieved at Atlanta 1996 and London 2012. Three of the medals were awarded to the Czech squad in canoeing and tennis, while the rest to the competitors in judo, track and field, mountain biking, and rowing.
Among the medalists were 2014 world judo champion Lukáš Krpálek, who captured the country's only gold medal in the men's half-heavyweight division (100 kg), and rower Ondřej Synek, who managed to add a bronze to his Olympic career treasury of two silvers in the men's single sculls. Flatwater canoeist and two-time world champion Josef Dostál contributed two of the country's medals, picking up a silver in the K-1 1000 m, and a bronze as a member of the Czech crew in the kayak four, his second consecutive medal in that event. Despite witnessing her three-peat bid come to an end with a bronze at the Games, double Olympic champion Barbora Špotáková cemented her place in history as the first woman to score three medals in the javelin throw. Mountain biker Jaroslav Kulhavý closed out the nation's Olympic campaign by taking home the silver medal in the men's cross-country race, losing his title defense to Switzerland's Nino Schurter.",387
Finland at the 2016 Summer Olympics,Summary,"Finland competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. Finnish athletes have appeared in every edition of the Summer Olympic Games since the nation's official debut in 1908.
The Finnish Olympic Committee (Finnish: Suomen Olympiakomitea, SO) sent a team of 54 athletes, 26 men and 28 women, to compete in 15 sports at the Games. The nation's full roster also achieved a historic milestone, as the number of female athletes outnumbered the men for the first time. Among the sports represented by its athletes, Finland made its Olympic debut in golf (new to the 2016 Games), table tennis, and women's wrestling, as well as its return to archery, boxing, equestrian eventing, and rhythmic gymnastics after long years of absence.
The Finnish team featured four past Olympic medalists returning to the Games: Beijing 2008 women's trap champion Satu Mäkelä-Nummela, the oldest competitor of the roster (aged 43), javelin throwers Tero Pitkämäki and Antti Ruuskanen (both won bronze in 2008 and 2012, respectively), and windsurfer Tuuli Petäjä-Sirén (silver, 2012), who was appointed by the committee to carry the Finnish flag by a female for the second time in the opening ceremony. Despite swimming only in the medley relay, Hanna-Maria Seppälä set a record as the first ever Finnish female athlete to participate in five consecutive Olympic Games. Other notable competitors on the Finnish roster included the country's fastest freestyle swimmer Ari-Pekka Liukkonen, sailing brothers Joonas and Niklas Lindgren in the 470 class, and hammer thrower David Söderberg.
Finland left Rio de Janeiro with only a bronze medal, won by boxer Mira Potkonen in the women's lightweight event,conquered on the 12th day of the Games, when virtually all athletes in the country had ended their participation.This lone medal prevented the country for the first time in the history of the Summer Games from finishing with without any medal in an edition, but it consolidated the worst performance in Finnish history at the Games. Several Finnish athletes reached the finals of their respective events including Ruuskanen (sixth, javelin throw), Söderberg (eighth, hammer throw), and sailor Tuula Tenkanen (fifth, Laser Radial).",513
Synchronized swimming at the 2016 Summer Olympics,Summary,"Synchronized swimming competitions at the 2016 Summer Olympics in Rio de Janeiro were staged from 15 to 20 August at the Maria Lenk Aquatic Center. A total of 104 athletes competed in two medal events, namely the women's duet and the women's team.",57
Synchronized swimming at the 2016 Summer Olympics,Qualification,"For the team competitions, the best ranked NOC in each of the five continental championships, with the exception of the host country Brazil which represented the Pan American continent, obtained a secured place for the Games, while the remaining NOCs battled out for the three highest-ranked spots at the Olympic Qualification Tournament. For the duet, the best ranked NOC in each of the five continental championships that did not have a qualified team assured a secured spot, while the other eleven top-ranked NOCs were selected through Olympic Qualification Tournament. All eight NOCs that had already qualified in the team event must each automatically selected two synchronized swimmers to form a duet.",140
Switzerland at the 2016 Summer Olympics,Summary,"Switzerland competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. Swiss athletes have appeared in every edition of the Summer Olympic Games in the modern era, except for a partial boycott of the 1956 Summer Olympics in Melbourne as a protest to the Soviet invasion of Hungary. The Swiss team consisted of 104 athletes, 59 men and 45 women, across seventeen sports.
Switzerland returned home from Rio de Janeiro with seven medals (three golds, two silver, and two bronze), which matched its overall tally from the 1996 Summer Olympics in Atlanta and the 2008 Summer Olympics in Beijing. Two of these medals were awarded to the Swiss team in cycling, with one each in artistic gymnastics, rowing, shooting, tennis, and triathlon.
Among the nation's winners were professional road cyclist Fabian Cancellara, who saved the best race of his storied career for last by reclaiming his men's time trial title for the second time (the first did so in Beijing 2008), and mountain biker Nino Schurter, who completed a full set of medals in his career hardware by striking the gold at his third attempt in the men's cross country race. Entering the Games as the reigning world and double European champions, the lightweight four crew of Mario Gyr, Simon Niepmann, Simon Schürch, and Lucas Tramèr propelled their way ahead of their Danish and French rivals to take the country's first ever Olympic title in rowing after two decades.
On the women's side, pistol shooter Heidi Diethelm Gerber, all-around gymnast Giulia Steingruber, and former world-number-one tennis player Martina Hingis, along with her doubles partner Timea Bacsinszky, accomplished their historic feats as the first ever Swiss females to stand on the podium in their respective sporting disciplines. Meanwhile, Nicola Spirig Hug picked up a silver in the women's triathlon to become the first in Olympic history to collect more than a single medal, bowing out her title defense to the world-ranked American challenger Gwen Jorgensen.",437
Pakistan at the 2016 Summer Olympics,Summary,"Pakistan competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's seventeenth appearance at the Summer Olympics. Pakistan has not won any medal since 1992 Summer Olympics.
National Olympic Committee of Pakistan sent the nation's smallest ever delegation to the Games, as the men's field hockey failed to qualify for the first time in a non-boycott Olympic edition. A total of seven athletes, four men and three women, were selected to the Pakistani team across four different sports. All of them had gained their Olympic entries, either through Tripartite Commission invitations or quota spots, with swimmers Lianna Swan and Haris Bandey, as well as judoka Shah Hussain Shah, being based abroad. Meanwhile, rapid fire pistol shooter Ghulam Mustafa Bashir was nominated by the Pakistan Sports Board (PSB) to bear the nation's flag in the opening ceremony.
Pakistan's Olympic campaign ended on August 15, a week before the close of the Olympics, after Najma Parveen failed to pass the preliminary heats in the women's 200 metres, making it Pakistan's worst ever performance at the Olympics.",241
Paraguay at the 2016 Summer Olympics,Summary,"Paraguay competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. Since the nation's official debut in 1968, Paraguayan athletes had appeared in every edition of the Summer Olympic Games, but did not attend the 1980 Summer Olympics in Moscow because of the nation's partial support for the US-led boycott.
Paraguay Olympic Committee (Spanish: Comité Olímpico Paraguayo) confirmed a team of 11 athletes, six men and five women, to compete in seven sports at the Games. It was the nation's largest delegation sent to the Olympics without the men's football squad since 1984, and the first with a highest percentage of women in its history.
The Paraguayan roster featured five returning Olympians; two of them attended their third Games as the most experienced competitors, including table tennis player Marcelo Aguirre, and freestyle swimmer Benjamin Hockin, who represented Great Britain as a member of the relay squad on his Olympic debut in Beijing eight years earlier. Meanwhile, three other athletes competed at their maiden Olympics in London: single sculls rower Gabriela Mosqueira, Hockin's fellow swimmer Karen Riveros (women's 100 m freestyle), and tennis star Verónica Cepede Royg. World-ranked golfer Julieta Granada was selected to carry the flag for Paraguay in the opening ceremony, joining with rower Rocio Rivarola as the only females in the nation's history to accept the role.
Paraguay, however, failed to earn its first Olympic medal, since the 2004 Summer Olympics in Athens, where the men's football team took the silver.",347
Fiji at the 2016 Summer Olympics,Summary,"Fiji competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. Since the nation's debut in 1956, Fijian athletes had taken part in every edition of the Summer Olympic Games, except for two occasions. Fiji failed to register any athletes at the 1964 Summer Olympics in Tokyo, and joined the American-led boycott when Moscow hosted the 1980 Summer Olympics.
Fiji Association of Sports and National Olympic Committee sent the nation's largest delegation to the Games, due to the attendance of the men's football and rugby sevens teams. A total of 54 athletes, 37 men and 17 women, and 35 officials were registered to the Fijian squad across ten different sports. There was only a single competitor in archery, boxing, judo, shooting, and table tennis, the country's sporting debut apart from the rugby sevens.
The Fijian team featured a number of returning Olympians, including archer Rob Elder, javelin thrower Leslie Copeland, swimmer Matelita Buadromo (women's 200 m freestyle), weightlifter Manueli Tulo (men's 56 kg), and judoka Josateki Naulu (men's 81 kg). 53-year-old trap shooter Glenn Kable, who had competed in every edition since 2004, was the oldest and most experienced member of the team, with 17-year-old table tennis player Sally Yee rounding out the field as the youngest member. Rugby sevens team captain Osea Kolinisau was selected as Fiji's flag bearer for the opening ceremony.
Fiji earned its first ever Olympic medal at these Games, with a gold from the men's rugby sevens team (led by Kolinisau).",359
Shooting at the 2016 Summer Olympics – Men's trap,Summary,"The men's trap at the 2016 Summer Olympics took place on 7–8 August 2016 at the National Shooting Center. There were 33 competitors from 24 nations.
The event was won by Croatian Josip Glasnović. It was the second consecutive victory for Croatia, with Giovanni Cernogoraz taking gold in 2012 (he finished 9th this time). Italy received its fourth consecutive silver medal in the men's trap; Giovanni Pellielo was already the only man to have won three medals in the event and now became the only one to have won four. Italy's podium streak reached five Games; three times for Pellielo from 2000 to 2008 and once for Massimo Fabbrizi in 2012 before this competition. Edward Ling's bronze put Great Britain back on the podium in the event for the first time since 2000.
The medals were presented by Danka Barteková, IOC member, Slovakia and Olegario Vázquez Raña, President of the International Shooting Sport Federation.",208
Shooting at the 2016 Summer Olympics – Men's trap,Background,"This was the 22nd appearance of the men's ISSF Olympic trap event. The event was held at every Summer Olympics from 1896 to 1924 (except 1904, when no shooting events were held) and from 1952 to 2016; it was open to women from 1968 to 1992.
Two of the 6 finalists from the 2012 Games returned: gold medalist Giovanni Cernogoraz of Croatia and silver medalist Massimo Fabbrizi of Italy. Sixth-place finisher Anton Glasnović's brother, Josip, replaced him on the Croatian team. Giovanni Pellielo of Italy, a three-time medalist, also returned after an eighth-place finish in 2012 kept him out of the final. Pellielo had followed that with a 2013 World Championship, 2014 third-place finish, and 2015 second-place finish. The two-time reigning (2014 and 2015) World Champion, Erik Varga of Slovakia, was also competing in Rio de Janeiro.
Morocco made its debut in the event. Kuwaiti shooters competed as Independent Olympic Athletes. Great Britain made its 20th appearance, most among nations.",233
Colombia at the 2016 Summer Olympics,Summary,"Colombia competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's nineteenth appearance at the Summer Olympics. The Colombian Olympic Committee (Spanish: Comité Olímpico Colombiano) sent the nation's largest ever delegation to the Games, with 147 athletes, 74 men and 73 women, competing across 23 sports.
Colombia returned home from Rio de Janeiro with a total of eight medals (three gold, two silver, and three bronze), marking the nation's most successful outcome in Summer Olympic history based on the gold medal count. Moreover, it matched the overall medal tally from the 2012 Summer Olympics in London. Two of these medals were awarded to the Colombian team in BMX cycling, boxing, and weightlifting, and one each in athletics and judo.
The nation's most significant highlight of the Games came from BMX rider Mariana Pajón, who successfully defended her title in the women's race and set a record as the first Colombian to receive two Olympic gold medals. Apart from Pajón, triple jumper Caterine Ibargüen, and weightlifting veteran Óscar Figueroa also helped the Colombians bring home more golds from Rio de Janeiro than ever before, with Figueroa becoming the first male from his country to top the podium at his fourth and final Olympics.
Boxers Yuberjen Martínez (men's light flyweight) and Ingrit Valencia (women's flyweight) brought home medals in their signature sport, last achieved at the 1988. Judoka and triple world titlist Yuri Alvear joined Pajon and freestyle wrestler Jackeline Rentería as the only Colombian women to win two Olympic medals, with a silver medal in the women's 70 kg division. The remaining medals went to BMX rider Carlos Ramírez in the men's race, and weightlifter Luis Javier Mosquera, who received the bronze in the men's 69 kg, following the disqualification of Kyrgyzstan's Izzat Artykov over a doping offense.",434
Barbados at the 2016 Summer Olympics,Summary,"Barbados competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's twelfth appearance at the Summer Olympics, with the exception of the 1980 Summer Olympics in Moscow, because of its partial support to the United States-led boycott.
The Barbados Olympic Association registered a total of 12 athletes, 7 men and 5 women, to compete in five different sports at these Games, doubling the nation's roster size from London 2012. Among the sports played by the athletes, Barbados marked its Olympic debut in tennis and triathlon, and the return of females to the team for the first time after sending only men to the previous Games.
The Barbadian team featured only two returning Olympians; skeet shooter Michael Maskell, who staged a comeback in Rio for his fifth Olympic appearance as the most experienced member after a twelve-year absence, and sprinter Ramon Gittens, who became the nation's flag bearer in the opening ceremony.
Barbados, however, failed to win a single Olympic medal since the 2000 Summer Olympics in Sydney, where sprinter Obadele Thompson took the bronze in the men's 100 metres.",245
Barbados at the 2016 Summer Olympics,Athletics (track and field),"Barbadian athletes have so far achieved qualifying standards in the following athletics events (up to a maximum of 3 athletes in each event):

Track & road events

Field events

Combined events – Women's heptathlon",54
Guatemala at the 2016 Summer Olympics,Summary,"Guatemala competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's fourteenth appearance at the Summer Olympics since its debut in 1952, despite failing to register any athletes in three other editions (1956 to 1964).
Guatemalan Olympic Committee (Spanish: Comité Olímpico Guatemalteco) confirmed a team of 21 athletes, 15 men and 6 women, to compete in 10 sports. It was the nation's largest delegation sent to the Olympics since 1996, surpassing the record of 19 athletes set in London 2012.
Among the Guatemalan athletes, two of them returned for their third consecutive appearance in Rio de Janeiro: badminton player Kevin Cordón and Laser sailor Juan Ignacio Maegli. Other notable athletes also featured siblings Enrique and Hebert Brol in double trap shooting, long-distance freestyle swimmer Valerie Gruest, the youngest of the team (aged 17), and race walker Erick Barrondo, who emerged as the nation's first Olympic medalist in 2012. The most successful athlete of the Games, Barrondo was originally selected to carry the Guatemalan flag, but decided to focus on his training instead for the competition. Artistic gymnast and Youth Olympian Ana Sofía Gómez took Barrondo's spot at the last minute to lead the team in the opening ceremony, the second female in history since swimmer Gisela Morales did so in 2004.
Unlike the previous Games, Guatemala left Rio de Janeiro without a single Olympic medal. Among the Guatemalans competing at these Games, only Maegli improved upon his ninth-place feat from London 2012 to produce the best result for the team, finishing eighth in Laser sailing.",361
Guatemala at the 2016 Summer Olympics,Athletics (track and field),"Guatemalan athletes have so far achieved qualifying standards in the following athletics events (up to a maximum of 3 athletes in each event):

Track & road events
Men

Women",44
Malaysia at the 2016 Summer Olympics,Summary,"Malaysia competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's fifteenth appearance at the Olympics, although it had previously competed in two other editions under the name Malaya. Tan Sri Mohamed Al-Amin Abdul Majid was the chef de mission of the national delegation at the Games.
The Olympic Council of Malaysia fielded a team of 32 athletes, 17 men and 15 women, across ten sports at the Games, matching its largest team ever from Beijing eight years earlier. Among the sports represented by the nation's athletes, Malaysia made its Olympic debut in golf (new to the 2016 Games), as well as its return to weightlifting after an eight-year absence. Badminton had the largest team by sport with eight athletes, a quarter of the nation's full roster.
The Malaysian team featured two Olympic medalists from London, including platform diver Pandelela Rinong, who became the first female from her country to stand on the podium, and badminton superstar Lee Chong Wei, who sought redemption for the nation's first ever gold after losing two previous finals to China's Lin Dan in the men's singles. Appearing in his fourth Olympics as the most experienced athlete, Lee was selected to lead his contingent as the flag bearer in the opening ceremony. Apart from the medalists, eleven Malaysian athletes previously competed in London, including track cyclist Azizulhasni Awang, and badminton tandem Chan Peng Soon and Goh Liu Ying.
Malaysia left Rio de Janeiro with a total of five medals (four silver and one bronze), signifying its most successful outcome in Olympic history and doubling the previous highest medal tallies set at Atlanta 1996 and London 2012. Among the nation's medalists were Awang, who became the first track cyclist from Southeast Asia to stand on the Olympic podium, and Pandelela, who upgraded her individual bronze from London to share a silver with her partner Cheong Jun Hoong in the synchronised platform diving. Badminton superstar Lee managed to claim a silver for the third consecutive time in the men's singles, adding it to those won by Goh V Shem and Tan Wee Kiong in the men's doubles, and Chan and Goh in the mixed doubles.",468
Shooting at the 2016 Summer Olympics – Women's skeet,Competition format,"The event consisted of three rounds: a qualifier, semifinal and a final. In the qualifier, each shooter fired 3 sets of 25 shots in the set order of skeet shooting.
The top 6 shooters in the qualifying round moved on to the semifinal round. There, they fired one additional round of 16. Ties are broken using a shoot-off; additional shots are fired one at a time until there is no longer a tie.",93
Malta at the 2016 Summer Olympics,Summary,"Malta competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's sixteenth appearance at the Summer Olympics, since its debut in 1928, although it failed to register any athletes in five other editions (1932, 1952, 1956, 1964, and 1976).
Malta Olympic Committee selected a team of seven athletes, four men and three women, to compete in four different sports at the Games; all of them granted wild card entries without having qualified. The nation's roster in Rio de Janeiro was also a replication to those sent to Barcelona (1992), Atlanta (1996), and Sydney (2000), with an equal share of men and women. Among the sports represented by the athletes, Malta marked its Olympic debut in weightlifting.
The Maltese delegation featured three returning Olympians, including double trap shooter and medal prospect William Chetcuti, who set a record as the first Maltese to participate in four straight Games. Joining him were freestyle swimming sprinters Nicola Muscat and Andrew Chetcuti, who became the nation's flag bearer in the opening ceremony. Malta, however, has yet to win its first ever Olympic medal.",250
Myanmar at the 2016 Summer Olympics,Summary,"Myanmar competed at the 2016 Summer Olympics in Rio de Janeiro, Brazil, from 5 to 21 August 2016. This was the nation's sixteenth appearance at the Olympics, although it had previous competed in most editions under the name Burma. Myanmar did not attend the 1976 Summer Olympics in Montreal for political reasons.
Myanmar Olympic Committee sent a team of seven athletes, four men and three women, to compete in five different sports at the Olympics. The nation's roster size was relatively larger by a single athlete than those sent to both Beijing 2008 and London 2012 with six each. Most of them were awarded places in their respective sporting events through wild card entries and Tripartite Commission invitations, with the exception of pistol shooter Ye Tun Naung, who qualified directly for the Games on merit. Half-heavyweight judoka Yan Naing Soe led the delegation as the nation's flag bearer in the opening ceremony.
Myanmar, however, has yet to win its first Olympic medal. San Yu Htwe, who arrived in Rio de Janeiro on a Tripartite Commission invitation, overwhelmed some of the highest-ranked archers in two elimination rounds to produce a best result for Myanmar at the Games, before falling short of the third round to South Korea's defending champion Ki Bo-bae.",265
